revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value
8410	vw253	2022-08-26	I	SPNCRNA.681		ncRNA	removed	776184..777243
8410	vw253	2022-08-26	I	SPNCRNA.84		ncRNA	removed	complement(3753160..3753489)
8410	vw253	2022-08-26	I	SPNCRNA.95		ncRNA	removed	3789585..3789948
8410	vw253	2022-08-26	I	SPNCRNA.98		ncRNA	removed	4268566..4269064
8410	vw253	2022-08-26	II	SPNCRNA.103		ncRNA	removed	complement(339346..340012)
8410	vw253	2022-08-26	II	SPNCRNA.111		ncRNA	removed	complement(3978616..3980728)
8410	vw253	2022-08-26	II	SPNCRNA.1341		ncRNA	removed	complement(339484..340003)
8410	vw253	2022-08-26	II	SPNCRNA.1572		ncRNA	removed	3008602..3011490
8410	vw253	2022-08-26	II	SPNCRNA.1679		ncRNA	removed	complement(4194886..4196046)
8410	vw253	2022-08-26	II	SPNCRNA.287		ncRNA	removed	21025..21701
8410	vw253	2022-08-26	II	SPNCRNA.291		ncRNA	removed	103208..104381
8410	vw253	2022-08-26	II	SPNCRNA.293		ncRNA	removed	120652..121497
8410	vw253	2022-08-26	II	SPNCRNA.304		ncRNA	removed	complement(360425..362854)
8410	vw253	2022-08-26	II	SPNCRNA.316		ncRNA	removed	591646..592613
8410	vw253	2022-08-26	II	SPNCRNA.322		ncRNA	removed	674078..676143
8410	vw253	2022-08-26	II	SPNCRNA.438		ncRNA	removed	complement(4194849..4196008)
8410	vw253	2022-08-26	II	SPNCRNA.445		ncRNA	removed	complement(3874254..3874906)
8410	vw253	2022-08-26	II	SPNCRNA.4675		ncRNA	removed	complement(340287..340577)
8410	vw253	2022-08-26	III	SPNCRNA.511		ncRNA	removed	2011061..2012433
8410	vw253	2022-08-26	III	SPNCRNA.519		ncRNA	removed	2362248..2362743
8410	vw253	2022-08-26	III	SPNCRNA.67		ncRNA	removed	1432003..1432625
8408	vw253	2022-08-25	I	SPAC23E2.02	lsd2	CDS	added	join(446770..449241,449295..450530)
8408	vw253	2022-08-25	I	SPAC23E2.02	lsd2	CDS	removed	join(446491..446513,446679..449241,449295..450530)
8408	vw253	2022-08-25	I	SPAC343.16	lys2	CDS	added	1675823..1677895
8408	vw253	2022-08-25	I	SPAC343.16	lys2	CDS	removed	1675730..1677895
8408	vw253	2022-08-25	II	SPBC16H5.11c	skb1	CDS	added	join(2277275..2277464,2277514..2279012,2279059..2279247)
8408	vw253	2022-08-25	II	SPBC16H5.11c	skb1	CDS	removed	join(2277215..2277464,2277514..2279012,2279059..2279247)
8406	vw253	2022-08-25	II	SPBC13A2.02		5'UTR	removed	3400486..3400602
8406	vw253	2022-08-25	II	SPBC13A2.02	nup82	CDS	added	3400618..3403014
8406	vw253	2022-08-25	II	SPBC13A2.02	nup82	CDS	removed	3400603..3403014
8406	vw253	2022-08-25	II	SPBC13G1.14c	rns1	CDS	added	complement(join(3727332..3727657,3727705..3727810,3727877..3728068))
8406	vw253	2022-08-25	II	SPBC13G1.14c	rns1	CDS	removed	complement(join(3727332..3727657,3727705..3727810,3727877..3728176))
8406	vw253	2022-08-25	II	SPBC16A3.01		5'UTR	removed	complement(4300570..4300961)
8406	vw253	2022-08-25	II	SPBC16A3.01	spn3	CDS	added	complement(join(4299042..4299794,4299858..4300036,4300263..4300452))
8406	vw253	2022-08-25	II	SPBC16A3.01	spn3	CDS	removed	complement(join(4299042..4299794,4299858..4300036,4300263..4300569))
8406	vw253	2022-08-25	II	SPBC25D12.05		5'UTR	removed	3723013..3723382
8406	vw253	2022-08-25	II	SPBC25D12.05	trm1	CDS	added	3723455..3725029
8406	vw253	2022-08-25	II	SPBC25D12.05	trm1	CDS	removed	3723383..3725029
8406	vw253	2022-08-25	II	SPBC31F10.17c		5'UTR	removed	complement(3788800..3788935)
8406	vw253	2022-08-25	II	SPBC31F10.17c		CDS	added	complement(join(3788317..3788649,3788725..3788775))
8406	vw253	2022-08-25	II	SPBC31F10.17c		CDS	removed	complement(join(3788317..3788649,3788725..3788799))
8406	vw253	2022-08-25	II	SPBC887.07		5'UTR	removed	3551267..3551317
8406	vw253	2022-08-25	II	SPBC887.07	mrpl38	CDS	added	join(3551348..3551389,3551433..3551490,3551554..3551834)
8406	vw253	2022-08-25	II	SPBC887.07	mrpl38	CDS	removed	join(3551318..3551389,3551433..3551490,3551554..3551834)
8406	vw253	2022-08-25	II	SPBP8B7.05c		5'UTR	removed	complement(3642203..3643081)
8406	vw253	2022-08-25	II	SPBP8B7.05c	nce103	CDS	added	complement(3641216..3641950)
8406	vw253	2022-08-25	II	SPBP8B7.05c	nce103	CDS	removed	complement(3641216..3642202)
8405	vw253	2022-08-25	III	SPCC1259.12c		5'UTR	removed	complement(1058214..1058386)
8405	vw253	2022-08-25	III	SPCC1259.12c	gid1	CDS	added	complement(join(1056598..1056737,1056787..1057191,1057239..1057880,1057925..1058189))
8405	vw253	2022-08-25	III	SPCC1259.12c	gid1	CDS	removed	complement(join(1056598..1056737,1056787..1057191,1057239..1057880,1057925..1058213))
8405	vw253	2022-08-25	III	SPCC126.15c		5'UTR	removed	complement(2143374..2143550)
8405	vw253	2022-08-25	III	SPCC126.15c	sec65	CDS	added	complement(join(2142679..2143055,2143109..2143331))
8405	vw253	2022-08-25	III	SPCC126.15c	sec65	CDS	removed	complement(join(2142679..2143055,2143109..2143373))
8405	vw253	2022-08-25	III	SPCC1620.10		5'UTR	removed	2163164..2163204
8405	vw253	2022-08-25	III	SPCC1620.10	cwf26	CDS	added	join(2163220..2164118,2164159..2164165)
8405	vw253	2022-08-25	III	SPCC1620.10	cwf26	CDS	removed	join(2163205..2164118,2164159..2164165)
8405	vw253	2022-08-25	III	SPCC1682.01		5'UTR	removed	371210..371229
8405	vw253	2022-08-25	III	SPCC1682.01	qcr9	CDS	added	join(371284..371286,371353..371438,371498..371546,371612..371677)
8405	vw253	2022-08-25	III	SPCC1682.01	qcr9	CDS	removed	join(371230..371286,371353..371438,371498..371546,371612..371677)
8405	vw253	2022-08-25	III	SPCC1682.05c	srp68	CDS	added	complement(join(379065..379652,379728..380604,380660..380823))
8405	vw253	2022-08-25	III	SPCC1682.05c	srp68	CDS	removed	complement(join(379065..379652,379728..380604,380660..380922,380969..381034))
8405	vw253	2022-08-25	III	SPCC569.03		5'UTR	removed	complement(2431525..2431575)
8405	vw253	2022-08-25	III	SPCC569.03		CDS	added	complement(join(2430334..2430776,2430840..2431347))
8405	vw253	2022-08-25	III	SPCC569.03		CDS	removed	complement(join(2430334..2430776,2430840..2431524))
8405	vw253	2022-08-25	III	SPCC622.11	lmb1	CDS	added	join(1417271..1417438,1417634..1418983)
8405	vw253	2022-08-25	III	SPCC622.11	lmb1	CDS	removed	join(1417100..1417438,1417634..1418983)
8405	vw253	2022-08-25	III	SPCC825.04c		5'UTR	removed	complement(1030871..1030884)
8405	vw253	2022-08-25	III	SPCC825.04c	naa40	CDS	added	complement(1030256..1030828)
8405	vw253	2022-08-25	III	SPCC825.04c	naa40	CDS	removed	complement(1030256..1030870)
8405	vw253	2022-08-25	III	SPCP1E11.06		5'UTR	removed	2401975..2401979
8405	vw253	2022-08-25	III	SPCP1E11.06	apl4	CDS	added	2402067..2404577
8405	vw253	2022-08-25	III	SPCP1E11.06	apl4	CDS	removed	2401980..2404577
8404	vw253	2022-08-25	II	SPBC14C8.01c	cut2	CDS	added	complement(2203316..2204206)
8404	vw253	2022-08-25	II	SPBC14C8.01c	cut2	CDS	removed	complement(2203316..2204221)
8404	vw253	2022-08-25	II	SPBC1703.06		5'UTR	removed	2925471..2925511
8404	vw253	2022-08-25	II	SPBC1703.06	pof10	CDS	added	join(2925563..2925620,2925675..2927554)
8404	vw253	2022-08-25	II	SPBC1703.06	pof10	CDS	removed	join(2925512..2925620,2925675..2927554)
8404	vw253	2022-08-25	II	SPBC1709.17		5'UTR	removed	1130811..1132169
8404	vw253	2022-08-25	II	SPBC1709.17	met7	CDS	added	join(1132227..1132253,1132300..1132431,1132741..1134042)
8404	vw253	2022-08-25	II	SPBC1709.17	met7	CDS	removed	join(1132170..1132253,1132300..1132431,1132741..1134042)
8404	vw253	2022-08-25	II	SPBC18E5.12c	mas2	CDS	added	complement(2096528..2098012)
8404	vw253	2022-08-25	II	SPBC18E5.12c	mas2	CDS	removed	complement(2096528..2098036)
8404	vw253	2022-08-25	II	SPBC19G7.04		5'UTR	removed	2349142..2349592
8404	vw253	2022-08-25	II	SPBC19G7.04		CDS	added	join(2349611..2349654,2349697..2350344,2350388..2350766)
8404	vw253	2022-08-25	II	SPBC19G7.04		CDS	removed	join(2349593..2349654,2349697..2350344,2350388..2350766)
8404	vw253	2022-08-25	II	SPBC2A9.05c		5'UTR	removed	complement(2957190..2957212)
8404	vw253	2022-08-25	II	SPBC2A9.05c	tvp23	CDS	added	complement(join(2956469..2956904,2956966..2957132))
8404	vw253	2022-08-25	II	SPBC2A9.05c	tvp23	CDS	removed	complement(join(2956469..2956904,2956966..2957189))
8404	vw253	2022-08-25	II	SPBC30B4.08		5'UTR	removed	1320595..1320691
8404	vw253	2022-08-25	II	SPBC30B4.08	eri1	CDS	added	join(1320740..1320819,1320897..1321004,1321066..1321471,1321534..1321833)
8404	vw253	2022-08-25	II	SPBC30B4.08	eri1	CDS	removed	join(1320692..1320819,1320897..1321004,1321066..1321471,1321534..1321833)
8404	vw253	2022-08-25	II	SPBC30D10.09c	hva22	CDS	added	join(3083470..3083483,3083527..3083648,3083742..3084106)
8404	vw253	2022-08-25	II	SPBC30D10.09c		CDS	removed	join(3083317..3083483,3083527..3083648,3083742..3084106)
8404	vw253	2022-08-25	II	SPBC336.10c		5'UTR	removed	complement(2759271..2759294)
8404	vw253	2022-08-25	II	SPBC336.10c	tif512	CDS	added	complement(2758761..2759234)
8404	vw253	2022-08-25	II	SPBC336.10c	tif512	CDS	removed	complement(2758761..2759270)
8404	vw253	2022-08-25	II	SPBC337.16	cho1	CDS	added	join(1058422..1058951,1059007..1059067)
8404	vw253	2022-08-25	II	SPBC337.16	cho1	CDS	removed	join(1058347..1058951,1059007..1059067)
8404	vw253	2022-08-25	II	SPBC428.01c		5'UTR	removed	complement(442033..442078)
8404	vw253	2022-08-25	II	SPBC428.01c	nup107	CDS	added	complement(join(439274..441187,441229..441337,441392..441484,441541..441667,441718..441751,441793..441840,441916..441975))
8404	vw253	2022-08-25	II	SPBC428.01c	nup107	CDS	removed	complement(join(439274..441187,441229..441337,441392..441484,441541..441667,441718..441751,441793..441840,441916..442032))
8404	vw253	2022-08-25	II	SPBC428.18		5'UTR	removed	477189..477364
8404	vw253	2022-08-25	II	SPBC428.18	cdt1	CDS	added	477431..478699
8404	vw253	2022-08-25	II	SPBC428.18	cdt1	CDS	removed	477365..478699
8404	vw253	2022-08-25	II	SPBC582.05c	brc1	CDS	added	complement(join(426160..428547,428634..428771,428873..428896))
8404	vw253	2022-08-25	II	SPBC582.05c	brc1	CDS	removed	complement(join(426160..428547,428634..428771,428903..429013))
8404	vw253	2022-08-25	II	SPBC582.07c		5'UTR	removed	complement(431781..431802)
8404	vw253	2022-08-25	II	SPBC582.07c	rpn7	CDS	added	complement(430551..431744)
8404	vw253	2022-08-25	II	SPBC582.07c	rpn7	CDS	removed	complement(430551..431780)
8404	vw253	2022-08-25	II	SPBC582.08		5'UTR	removed	432523..432549
8404	vw253	2022-08-25	II	SPBC582.08	alt1	CDS	added	join(432595..433012,433204..434003,434057..434311)
8404	vw253	2022-08-25	II	SPBC582.08		CDS	removed	join(432550..433012,433204..434003,434057..434311)
8404	vw253	2022-08-25	II	SPBC685.09		5'UTR	removed	2781831..2781957
8404	vw253	2022-08-25	II	SPBC685.09	orc2	CDS	added	2782066..2783565
8404	vw253	2022-08-25	II	SPBC685.09	orc2	CDS	removed	2781958..2783565
8404	vw253	2022-08-25	II	SPBC8D2.10c		5'UTR	removed	complement(1378366..1379351)
8404	vw253	2022-08-25	II	SPBC8D2.10c	rmt3	CDS	added	complement(join(1376341..1377734,1377814..1377909,1378224..1378266))
8404	vw253	2022-08-25	II	SPBC8D2.10c	rmt3	CDS	removed	complement(join(1376341..1377734,1377814..1377909,1378224..1378365))
8404	vw253	2022-08-25	II	SPBC947.03c	naa38	CDS	added	join(676761..676908,677057..677127)
8404	vw253	2022-08-25	II	SPBC947.03c	naa38	CDS	removed	join(676629..676908,677057..677127)
8403	vw253	2022-08-25	I	SPAC1071.09c		5'UTR	removed	complement(3871509..3871602)
8403	vw253	2022-08-25	I	SPAC1071.09c		CDS	added	complement(3870660..3871427)
8403	vw253	2022-08-25	I	SPAC1071.09c		CDS	removed	complement(3870660..3871508)
8403	vw253	2022-08-25	I	SPAC17H9.04c		5'UTR	removed	complement(2011720..2011903)
8403	vw253	2022-08-25	I	SPAC17H9.04c	dri1	CDS	added	complement(2009905..2011695)
8403	vw253	2022-08-25	I	SPAC17H9.04c	dri1	CDS	removed	complement(2009905..2011719)
8403	vw253	2022-08-25	I	SPAC1952.03		5'UTR	removed	4970821..4971116
8403	vw253	2022-08-25	I	SPAC1952.03	otu2	CDS	added	join(4971189..4971548,4971595..4972137)
8403	vw253	2022-08-25	I	SPAC1952.03	otu2	CDS	removed	join(4971117..4971548,4971595..4972137)
8403	vw253	2022-08-25	I	SPAC1952.15c	rec24	CDS	added	complement(join(4996030..4996763,4996904..4997171))
8403	vw253	2022-08-25	I	SPAC1952.15c	rec24	CDS	removed	complement(join(4996030..4996763,4996904..4997222))
8403	vw253	2022-08-25	I	SPAC19A8.06		5'UTR	removed	complement(2477160..2477174)
8403	vw253	2022-08-25	I	SPAC19A8.06	pbr1	CDS	added	complement(2475966..2477096)
8403	vw253	2022-08-25	I	SPAC19A8.06	pbr1	CDS	removed	complement(2475966..2477159)
8403	vw253	2022-08-25	I	SPAC1B2.03c		5'UTR	removed	complement(2812486..2812517)
8403	vw253	2022-08-25	I	SPAC1B2.03c	elo2	CDS	added	complement(join(2811438..2812368,2812412..2812464))
8403	vw253	2022-08-25	I	SPAC1B2.03c	elo2	CDS	removed	complement(join(2811438..2812368,2812412..2812485))
8403	vw253	2022-08-25	I	SPAC1B3.18c		5'UTR	removed	complement(4967895..4968398)
8403	vw253	2022-08-25	I	SPAC1B3.18c	mrps18	CDS	added	complement(4967223..4967756)
8403	vw253	2022-08-25	I	SPAC1B3.18c	mrps18	CDS	removed	complement(4967223..4967894)
8403	vw253	2022-08-25	I	SPAC1F12.09	gpi17	CDS	added	join(3818803..3818907,3818954..3819677,3819720..3820420)
8403	vw253	2022-08-25	I	SPAC1F12.09	gpi17	CDS	removed	join(3818668..3818907,3818954..3819677,3819720..3820420)
8403	vw253	2022-08-25	I	SPAC22F8.10c		5'UTR	removed	complement(4806436..4806453)
8403	vw253	2022-08-25	I	SPAC22F8.10c	sap145	CDS	added	complement(4804630..4806387)
8403	vw253	2022-08-25	I	SPAC22F8.10c	sap145	CDS	removed	complement(4804630..4806435)
8403	vw253	2022-08-25	I	SPAC23C11.17	mdm28	CDS	added	join(2167206..2167245,2167302..2168683)
8403	vw253	2022-08-25	I	SPAC23C11.17	mdm28	CDS	removed	join(2167170..2167245,2167302..2168683)
8403	vw253	2022-08-25	I	SPAC25B8.08		CDS	added	4168263..4169984
8403	vw253	2022-08-25	I	SPAC25B8.08		CDS	removed	4168212..4169984
8403	vw253	2022-08-25	I	SPAC26A3.09c	rga2	CDS	added	complement(3348569..3352258)
8403	vw253	2022-08-25	I	SPAC26A3.09c	rga2	CDS	removed	complement(3348569..3352396)
8403	vw253	2022-08-25	I	SPAC26F1.02	pnn1	CDS	added	complement(join(5181982..5182122,5182191..5182628))
8403	vw253	2022-08-25	I	SPAC26F1.02	pnn1	CDS	removed	complement(join(5181982..5182122,5182191..5182632,5182721..5182731))
8403	vw253	2022-08-25	I	SPAC26F1.14c		5'UTR	removed	5146123..5146164
8403	vw253	2022-08-25	I	SPAC26F1.14c	aif1	CDS	added	5146273..5148000
8403	vw253	2022-08-25	I	SPAC26F1.14c	aif1	CDS	removed	5146165..5148000
8403	vw253	2022-08-25	I	SPAC4G9.11c		5'UTR	removed	complement(2276250..2276260)
8403	vw253	2022-08-25	I	SPAC4G9.11c	cmb1	CDS	added	complement(2275578..2276177)
8403	vw253	2022-08-25	I	SPAC4G9.11c	cmb1	CDS	removed	complement(2275578..2276249)
8403	vw253	2022-08-25	I	SPAC4H3.06		5'UTR	removed	3837306..3837430
8403	vw253	2022-08-25	I	SPAC4H3.06		CDS	added	join(3837449..3837519,3837568..3837751,3837811..3837890,3837940..3838000)
8403	vw253	2022-08-25	I	SPAC4H3.06		CDS	removed	join(3837431..3837519,3837568..3837751,3837811..3837890,3837940..3838000)
8403	vw253	2022-08-25	I	SPAC521.02		5'UTR	removed	843197..843232
8403	vw253	2022-08-25	I	SPAC521.02	wss1	CDS	added	843296..844084
8403	vw253	2022-08-25	I	SPAC521.02	wss1	CDS	removed	843233..844084
8403	vw253	2022-08-25	I	SPAC589.02c	med13	CDS	added	complement(join(3095075..3098590,3098626..3098667))
8403	vw253	2022-08-25	I	SPAC589.02c	med13	CDS	removed	complement(join(3095075..3098590,3098626..3098781,3098878..3098883))
8403	vw253	2022-08-25	I	SPAC637.09		5'UTR	removed	4555184..4555398
8403	vw253	2022-08-25	I	SPAC637.09	rex1	CDS	added	4555423..4557294
8403	vw253	2022-08-25	I	SPAC637.09	rex1	CDS	removed	4555399..4557294
8403	vw253	2022-08-25	I	SPAC688.09		5'UTR	removed	3127538..3127646
8403	vw253	2022-08-25	I	SPAC688.09	rim2	CDS	added	join(3127689..3127813,3127862..3128780)
8403	vw253	2022-08-25	I	SPAC688.09	rim2	CDS	removed	join(3127647..3127813,3127862..3128780)
8403	vw253	2022-08-25	I	SPAP8A3.12c	tpp2	CDS	added	complement(5336815..5340471)
8403	vw253	2022-08-25	I	SPAP8A3.12c	tpp2	CDS	removed	complement(5336815..5340639)
8403	vw253	2022-08-25	I	SPAPB18E9.01	trm5	CDS	added	join(3974340..3974485,3974541..3974629,3974674..3974775,3974879..3975132,3975193..3975429,3975485..3975832,3975882..3975962,3976014..3976079)
8403	vw253	2022-08-25	I	SPAPB18E9.01	trm5	CDS	removed	join(3974310..3974485,3974541..3974629,3974674..3974775,3974879..3975132,3975193..3975429,3975485..3975832,3975882..3975962,3976014..3976079)
8402	vw253	2022-08-25	I	SPAC806.11		3'UTR	removed	complement(237023..237211)
8402	vw253	2022-08-25	I	SPAC806.11		5'UTR	removed	complement(237431..237885)
8402	vw253	2022-08-25	I	SPNCRNA.01	prl1	ncRNA	removed	3003816..3004916
8402	vw253	2022-08-25	I	SPNCRNA.2010		ncRNA	removed	complement(14934..16200)
8402	vw253	2022-08-25	I	SPNCRNA.5		ncRNA	removed	434104..434843
8402	vw253	2022-08-25	I	SPNCRNA.72	eta2-antisense-2	ncRNA	removed	complement(3001825..3003103)
8402	vw253	2022-08-25	I	SPNCRNA.73	eta2-antisense-3	ncRNA	removed	complement(3002834..3003255)
8402	vw253	2022-08-25	I	SPNCRNA.74	eta2-antisense-4	ncRNA	removed	complement(3002976..3003758)
8402	vw253	2022-08-25	II	SPNCRNA.08	prl8	ncRNA	removed	complement(2485488..2486126)
8402	vw253	2022-08-25	II	SPNCRNA.09	prl9	ncRNA	removed	complement(2485500..2486230)
8402	vw253	2022-08-25	III	SPNCRNA.06	prl6	ncRNA	removed	complement(968168..968477)
8375	vw253	2022-08-05	II	SPBC1198.04c	zas1	CDS	removed	complement(join(177556..177608,177656..178291,178344..178651,178690..178811,178857..178988,179032..179283,179322..179387,179440..180416,180461..180608))
8375	vw253	2022-08-05	II	SPBC1198.04c		intron	removed	complement(180144..180299)
8375	vw253	2022-08-05	II	SPBC1198.04c.1	zas1	CDS	added	complement(join(177556..177608,177656..178291,178344..178651,178690..178811,178857..178988,179032..179283,179322..179387,179440..180143,180300..180416,180461..180608))
8375	vw253	2022-08-05	II	SPBC1198.04c.2	zas1	CDS	added	complement(join(177556..177608,177656..178291,178344..178651,178690..178811,178857..178988,179032..179283,179322..179387,179440..180416,180461..180608))
8238	manu	2022-05-25	I	SPSNRNA.06	snu6	snRNA	added	complement(join(2562276..2562323,2562374..2562419))
8238	manu	2022-05-25	I	SPSNRNA.06	snu6	snRNA	removed	complement(join(2562276..2562323,2562374..2562427))
8238	manu	2022-05-25	II	SPSNRNA.04	snu4	snRNA	added	complement(467489..467615)
8238	manu	2022-05-25	II	SPSNRNA.04	snu4	snRNA	removed	complement(467233..467361)
8236	vw253	2022-05-24	I	SPNCRNA.214	ter1	ncRNA	added	complement(join(3084610..3084759,3084816..3086022))
8236	vw253	2022-05-24	I	SPNCRNA.214	ter1	ncRNA	removed	complement(3084610..3086022)
8148	vw253	2022-04-03	I	SPAC1002.01	mrx11	CDS	added	1798347..1798835
