8412	vw253	2022-08-26	II	SPNCRNA.1559		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8412	vw253	2022-08-26	II	SPNCRNA.1561		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015')
8412	vw253	2022-08-26	II	SPNCRNA.1561		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8412	vw253	2022-08-26	II	SPNCRNA.402		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015', 'PMID:21511999')
8412	vw253	2022-08-26	II	SPNCRNA.402		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:18488015')
8412	vw253	2022-08-26	II	SPNCRNA.428		ncRNA	db_xref	added	('PMID:29914874', 'PMID:18488015', 'PMID:21511999')
8412	vw253	2022-08-26	II	SPNCRNA.428		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:18488015')
8412	vw253	2022-08-26	III	SPNCRNA.1205		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015')
8412	vw253	2022-08-26	III	SPNCRNA.1205		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8410	vw253	2022-08-26	I	SPNCRNA.159		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015', 'PMID:29914874')
8410	vw253	2022-08-26	I	SPNCRNA.159		ncRNA	db_xref	removed	('PMID:18488015',)
8410	vw253	2022-08-26	I	SPNCRNA.159		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	I	SPNCRNA.56		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	I	SPNCRNA.57		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	I	SPNCRNA.84		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	I	SPNCRNA.95		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	I	SPNCRNA.98		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.111		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.1572		ncRNA	db_xref	removed	('PMID:21511999',)
8410	vw253	2022-08-26	II	SPNCRNA.287		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.291		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.293		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.304		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.316		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.322		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	II	SPNCRNA.438		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	III	SPNCRNA.511		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	III	SPNCRNA.519		ncRNA	db_xref	removed	('PMID:29914874',)
8410	vw253	2022-08-26	III	SPNCRNA.67		ncRNA	db_xref	removed	('PMID:29914874',)
8404	vw253	2022-08-25	II	SPBC30D10.09c		CDS	db_xref	removed	('SPD:10/10A04',)
8404	vw253	2022-08-25	II	SPBC30D10.09c	hva22	CDS	db_xref	added	('SPD:10/10A04',)
8404	vw253	2022-08-25	II	SPBC582.08		CDS	db_xref	removed	('SPD:36/36B08',)
8404	vw253	2022-08-25	II	SPBC582.08	alt1	CDS	db_xref	added	('SPD:36/36B08',)
8402	vw253	2022-08-25	I	SPNCRNA.627		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015')
8402	vw253	2022-08-25	I	SPNCRNA.627		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8402	vw253	2022-08-25	II	SPNCRNA.1519		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8402	vw253	2022-08-25	II	SPNCRNA.1519	prl9	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:12597277')
8402	vw253	2022-08-25	III	SPNCRNA.1166		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8402	vw253	2022-08-25	III	SPNCRNA.1166	prl6	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
8401	vw253	2022-08-25	I	SPAC144.05		CDS	db_xref	removed	('SPD:30/30G08',)
8401	vw253	2022-08-25	I	SPAC144.05	irc20	CDS	db_xref	added	('SPD:30/30G08',)
8401	vw253	2022-08-25	II	SPNCRNA.1570	abc1-antisense-1	ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8401	vw253	2022-08-25	II	SPNCRNA.1570	coq8-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
8364	vw253	2022-07-28	I	SPAC589.05c	qng1	CDS	db_xref	added	('SPD:50/50D11',)
8364	vw253	2022-07-28	I	SPAC589.05c	qtr3	CDS	db_xref	removed	('SPD:50/50D11',)
8349	vw253	2022-07-19	I	SPAC6G9.03c	mug183	CDS	db_xref	removed	('SPD:17/17C11',)
8349	vw253	2022-07-19	I	SPAC6G9.03c	rtt106	CDS	db_xref	added	('SPD:17/17C11',)
8338	vw253	2022-07-11	III	SPCC1827.06c		CDS	db_xref	removed	('SPD:21/21C12',)
8338	vw253	2022-07-11	III	SPCC1827.06c	hom2	CDS	db_xref	added	('SPD:21/21C12',)
8294	vw253	2022-06-16	I	SPAC9E9.12c	abc1	CDS	db_xref	added	('SPD:48/48G02',)
8294	vw253	2022-06-16	I	SPAC9E9.12c	ybt1	CDS	db_xref	removed	('SPD:48/48G02',)
8292	vw253	2022-06-16	I	SPAC19D5.02c		CDS	db_xref	removed	('SPD:07/07G02',)
8292	vw253	2022-06-16	I	SPAC19D5.02c	emc10	CDS	db_xref	added	('SPD:07/07G02',)
8288	manu	2022-06-15	II	SPBC776.03		CDS	db_xref	removed	('SPD:19/19B11',)
8288	manu	2022-06-15	II	SPBC776.03	hom6	CDS	db_xref	added	('SPD:19/19B11',)
8288	manu	2022-06-15	III	SPCC1827.06c		3'UTR	db_xref	removed	('EMBL:SPD129',)
8288	manu	2022-06-15	III	SPCC1827.06c	hom2	3'UTR	db_xref	added	('EMBL:SPD129',)
8280	vw253	2022-06-12	I	SPAC19D5.02c		CDS	db_xref	added	('SPD:07/07G02',)
8280	vw253	2022-06-12	I	SPAC19D5.02c	pex22	CDS	db_xref	removed	('SPD:07/07G02',)
8280	vw253	2022-06-12	I	SPAC323.03c		CDS	db_xref	removed	('SPD:26/26C09',)
8280	vw253	2022-06-12	I	SPAC323.03c	pex8	CDS	db_xref	added	('SPD:26/26C09',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	muk1	CDS	db_xref	added	('SPD:51/51D03',)
8280	vw253	2022-06-12	II	SPBC29A10.11c	vps902	CDS	db_xref	removed	('SPD:51/51D03',)
8280	vw253	2022-06-12	III	SPCC132.01c		CDS	db_xref	removed	('SPD:47/47H01',)
8280	vw253	2022-06-12	III	SPCC132.01c	rqc2	CDS	db_xref	added	('SPD:47/47H01',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tex1	CDS	db_xref	removed	('SPD:19/19G10',)
8280	vw253	2022-06-12	III	SPCC18B5.10c	tho3	CDS	db_xref	added	('SPD:19/19G10',)
8280	vw253	2022-06-12	III	SPCC622.11		CDS	db_xref	removed	('SPD:26/26D08',)
8280	vw253	2022-06-12	III	SPCC622.11	lmb1	CDS	db_xref	added	('SPD:26/26D08',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	db_xref	added	('SPD:19/19G10',)
8278	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	db_xref	removed	('SPD:19/19G10',)
8277	vw253	2022-06-11	III	SPCC18B5.10c	tex1	CDS	db_xref	removed	('SPD:19/19G10',)
8277	vw253	2022-06-11	III	SPCC18B5.10c	tho3	CDS	db_xref	added	('SPD:19/19G10',)
8275	vw253	2022-06-10	I	SPAC1B3.10c		CDS	db_xref	removed	('SPD:37/37F03',)
8275	vw253	2022-06-10	I	SPAC1B3.10c	hrd302	CDS	db_xref	added	('SPD:37/37F03',)
8271	vw253	2022-06-09	I	SPAC589.04	mtx1	CDS	db_xref	removed	('SPD:41/41G04',)
8271	vw253	2022-06-09	I	SPAC589.04	mtx2	CDS	db_xref	added	('SPD:41/41G04',)
8271	vw253	2022-06-09	II	SPBC409.19c	mtx1	CDS	db_xref	added	('SPD:21/21A03',)
8271	vw253	2022-06-09	II	SPBC409.19c	mtx2	CDS	db_xref	removed	('SPD:21/21A03',)
8269	vw253	2022-06-09	III	SPCC132.01c		CDS	db_xref	added	('SPD:47/47H01',)
8269	vw253	2022-06-09	III	SPCC132.01c	mtr1	CDS	db_xref	removed	('SPD:47/47H01',)
8258	vw253	2022-06-05	III	SPCC61.03		CDS	db_xref	removed	('SPD:14/14C06',)
8258	vw253	2022-06-05	III	SPCC61.03	nnr2	CDS	db_xref	added	('SPD:14/14C06',)
8249	vw253	2022-05-31	III	SPCC1393.13		CDS	db_xref	removed	('SPD:23/23B08',)
8249	vw253	2022-05-31	III	SPCC1393.13	duf89	CDS	db_xref	added	('SPD:23/23B08',)
8236	vw253	2022-05-24	I	SPNCRNA.214	ter1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:18157152', 'PMID:18157149', 'PMID:19052544')
8236	vw253	2022-05-24	I	SPNCRNA.214	ter1	ncRNA	db_xref	removed	('PMID:29914874', 'PMID:18157152', 'PMID:18157149')
8235	manu	2022-05-24	II	SPBC1778.10c	pdk1	CDS	db_xref	added	('SPD:26/26G10',)
8235	manu	2022-05-24	II	SPBC1778.10c	ppk21	CDS	db_xref	removed	('SPD:26/26G10',)
8227	vw253	2022-05-19	II	SPBC15D4.05		CDS	db_xref	removed	('SPD:19/19G03',)
8227	vw253	2022-05-19	II	SPBC15D4.05	zng1	CDS	db_xref	added	('SPD:19/19G03',)
8225	vw253	2022-05-18	I	SPAC17A2.02c		CDS	db_xref	removed	('SPD:11/11G10',)
8225	vw253	2022-05-18	I	SPAC17A2.02c	tlc4	CDS	db_xref	added	('SPD:11/11G10',)
8222	vw253	2022-05-17	I	SPAC17G8.06c		CDS	db_xref	removed	('SPD:36/36D06',)
8222	vw253	2022-05-17	I	SPAC17G8.06c	ilv3	CDS	db_xref	added	('SPD:36/36D06',)
8222	vw253	2022-05-17	I	SPAC1952.09c		CDS	db_xref	removed	('SPD:25/25C06',)
8222	vw253	2022-05-17	I	SPAC1952.09c	ach1	CDS	db_xref	added	('SPD:25/25C06',)
8222	vw253	2022-05-17	I	SPAC23A1.05		CDS	db_xref	removed	('SPD:01/01E09',)
8222	vw253	2022-05-17	I	SPAC23A1.05	tsc3	CDS	db_xref	added	('SPD:01/01E09',)
8217	vw253	2022-05-15	I	SPAC23A1.05		CDS	db_xref	added	('SPD:01/01E09',)
8217	vw253	2022-05-15	I	SPAC23A1.05	lcb3	CDS	db_xref	removed	('SPD:01/01E09',)
8207	vw253	2022-05-08	II	SPBC2D10.18	abc1	CDS	db_xref	removed	('SPD:33/33E04',)
8207	vw253	2022-05-08	II	SPBC2D10.18	coq8	CDS	db_xref	added	('SPD:33/33E04',)
8189	vw253	2022-04-26	I	SPAC1002.16c		CDS	db_xref	removed	('SPD:24/24C10',)
8189	vw253	2022-04-26	I	SPAC1002.16c	tna1	CDS	db_xref	added	('SPD:24/24C10',)
8189	vw253	2022-04-26	I	SPAC806.04c		CDS	db_xref	removed	('SPD:24/24E12',)
8189	vw253	2022-04-26	I	SPAC806.04c	duf8901	CDS	db_xref	added	('SPD:24/24E12',)
8148	vw253	2022-04-03	I	SPAC664.15	caf4	CDS	db_xref	removed	('SPD:37/37B02',)
8148	vw253	2022-04-03	I	SPAC664.15	mdv1	CDS	db_xref	added	('SPD:37/37B02',)
8148	vw253	2022-04-03	II	SPBC16D10.01c		CDS	db_xref	removed	('SPD:15/15A06',)
8148	vw253	2022-04-03	II	SPBC16D10.01c	acl4	CDS	db_xref	added	('SPD:15/15A06',)
8148	vw253	2022-04-03	II	SPBC418.02		CDS	db_xref	removed	('SPD:27/27G10',)
8148	vw253	2022-04-03	II	SPBC418.02	nat1	CDS	db_xref	added	('SPD:27/27G10',)
8144	vw253	2022-03-31	II	SPBC9B6.03		CDS	db_xref	removed	('SPD:11/11H10',)
8144	vw253	2022-03-31	II	SPBC9B6.03	pib2	CDS	db_xref	added	('SPD:11/11H10',)
8141	vw253	2022-03-30	I	SPAC1786.02		CDS	db_xref	removed	('SPD:37/37A11',)
8141	vw253	2022-03-30	I	SPAC1786.02	plb2	CDS	db_xref	added	('SPD:37/37A11',)
8141	vw253	2022-03-30	I	SPAC1A6.03c		CDS	db_xref	removed	('SPD:26/26D01',)
8141	vw253	2022-03-30	I	SPAC1A6.03c	plb3	CDS	db_xref	added	('SPD:26/26D01',)
8141	vw253	2022-03-30	I	SPAC2E1P3.05c		CDS	db_xref	removed	('SPD:06/06E05',)
8141	vw253	2022-03-30	I	SPAC2E1P3.05c	cbm1	CDS	db_xref	added	('SPD:06/06E05',)
8141	vw253	2022-03-30	I	SPAC977.09c		CDS	db_xref	removed	('SPD:51/51E06',)
8141	vw253	2022-03-30	I	SPAC977.09c	plb4	CDS	db_xref	added	('SPD:51/51E06',)
8141	vw253	2022-03-30	II	SPBC11C11.05		CDS	db_xref	removed	('SPD:11/11C08',)
8141	vw253	2022-03-30	II	SPBC11C11.05	knh1	CDS	db_xref	added	('SPD:11/11C08',)
8141	vw253	2022-03-30	II	SPBC1E8.05		CDS	db_xref	removed	('SPD:13/13D11',)
8141	vw253	2022-03-30	II	SPBC1E8.05	knh4	CDS	db_xref	added	('SPD:13/13D11',)
8141	vw253	2022-03-30	II	SPBC2G2.17c		CDS	db_xref	removed	('SPD:13/13F02',)
8141	vw253	2022-03-30	II	SPBC2G2.17c	psu2	CDS	db_xref	added	('SPD:13/13F02',)
8141	vw253	2022-03-30	III	SPCC1322.10		CDS	db_xref	removed	('SPD:09/09H11',)
8141	vw253	2022-03-30	III	SPCC1322.10	knh2	CDS	db_xref	added	('SPD:09/09H11',)
8141	vw253	2022-03-30	III	SPCC1450.09c		CDS	db_xref	removed	('SPD:27/27D10',)
8141	vw253	2022-03-30	III	SPCC1450.09c	plb5	CDS	db_xref	added	('SPD:27/27D10',)
8141	vw253	2022-03-30	III	SPCC553.10		CDS	db_xref	removed	('SPD:16/16A08',)
8141	vw253	2022-03-30	III	SPCC553.10	knh3	CDS	db_xref	added	('SPD:16/16A08',)
8123	vw253	2022-03-22	II	SPBC18H10.16	can1	CDS	db_xref	removed	('SPD:48/48A04',)
8123	vw253	2022-03-22	II	SPBC18H10.16	vhc1	CDS	db_xref	added	('SPD:48/48A04',)
8123	vw253	2022-03-22	III	SPCC777.04		CDS	db_xref	removed	('SPD:45/45B04',)
8123	vw253	2022-03-22	III	SPCC777.04	dip5	CDS	db_xref	added	('SPD:45/45B04',)
8105	vw253	2022-03-13	II	SPBC17D11.03c		CDS	db_xref	removed	('SPD:10/10E07',)
8105	vw253	2022-03-13	II	SPBC17D11.03c	pxp2	CDS	db_xref	added	('SPD:10/10E07',)
8105	vw253	2022-03-13	II	SPBC29B5.04c		CDS	db_xref	removed	('SPD:33/33E01',)
8105	vw253	2022-03-13	II	SPBC29B5.04c	app1	CDS	db_xref	added	('SPD:33/33E01',)
8042	vw253	2022-02-23	II	SPNCRNA.1474		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999', 'PMID:18488015')
8042	vw253	2022-02-23	II	SPNCRNA.1474		ncRNA	db_xref	removed	('PMID:29914874', 'PMID:21511999')
8042	vw253	2022-02-23	II	SPNCRNA.1708	prl103	ncRNA	db_xref	added	('PMID:29914874',)
8042	vw253	2022-02-23	II	SPNCRNA.388		ncRNA	db_xref	removed	('PMID:29914874',)
8021	vw253	2022-02-18	I	SPAC8C9.16c	mug63	CDS	db_xref	removed	('SPD:06/06A01',)
8021	vw253	2022-02-18	I	SPAC8C9.16c	oxr1	CDS	db_xref	added	('SPD:06/06A01',)
8011	vw253	2022-02-14	II	SPBC2A9.10		CDS	db_xref	removed	('SPD:11/11B04',)
8011	vw253	2022-02-14	II	SPBC2A9.10	bmc1	CDS	db_xref	added	('SPD:11/11B04',)
7957	kmr44	2022-01-12	I	SPNCRNA.01	prl1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:12597277', 'EMBL:AB084813')
7957	kmr44	2022-01-12	I	SPNCRNA.01	prl1	ncRNA	db_xref	removed	('PMID:12597277', 'EMBL:AB084813')
7957	kmr44	2022-01-12	I	SPNCRNA.03	prl3	ncRNA	db_xref	added	('PMID:29914874', 'PMID:12597277', 'EMBL:AB084815')
7957	kmr44	2022-01-12	I	SPNCRNA.03	prl3	ncRNA	db_xref	removed	('PMID:12597277', 'EMBL:AB084815')
7957	kmr44	2022-01-12	I	SPNCRNA.1000		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1000		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1001	pby1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1001	pby1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1002	exg2-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1002	exg2-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1003	SPAC12B10.15c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1003	SPAC12B10.15c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1004	SPAC1093.07-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1004	SPAC1093.07-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1005	SPAC1093.05-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1005	SPAC1093.05-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1006	dhc1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1006	dhc1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1007	SPAC30C2.03-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1007	SPAC30C2.03-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1008		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1008		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1009	SPAC144.01-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1009	SPAC144.01-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1010		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1010		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1011	ade2-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1011	ade2-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1012	apl5-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1012	apl5-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1013		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1013		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1014		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1014		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1015		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1015		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1016		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1016		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1017	sup45-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1017	sup45-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1018	SPAC1834.13-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1018	SPAC1834.13-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1019	SPAC458.02c-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1019	SPAC458.02c-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1020	atg1803-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1020	atg1803-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1021		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1021		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1022	sdu1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1022	sdu1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1023	rex3-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1023	rex3-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1024		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1024		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1025		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1025		ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1026	fus1-antisense-1	ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
7957	kmr44	2022-01-12	I	SPNCRNA.1026	fus1-antisense-1	ncRNA	db_xref	removed	('PMID:21511999',)
7957	kmr44	2022-01-12	I	SPNCRNA.1027		ncRNA	db_xref	added	('PMID:29914874', 'PMID:21511999')
