revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value	db_xref	pombase_reference	pombase_comments
svn_2	kmr44	2011-08-22	II	SPBC11B10.10c	pht1	CDS	added	complement(1502642..1503061)			
svn_2	kmr44	2011-08-22	II	SPBC11B10.10c	pht1	CDS	removed	complement(1502642..1503157)			
svn_2	kmr44	2011-08-22	II	SPBC1347.06c		intron	added	complement(4073236..4073278)			
svn_2	kmr44	2011-08-22	II	SPBC16H5.12c		intron	added	2274722..2274780			
svn_2	kmr44	2011-08-22	II	SPBC1711.10c	npl4	CDS	added	complement(join(2152459..2152575,2152627..2154144,2154207..2154287,2154333..2154335))			
svn_2	kmr44	2011-08-22	II	SPBC1711.10c	npl4	CDS	removed	complement(join(2152462..2152575,2152627..2154144,2154207..2154287,2154333..2154335))			
svn_2	kmr44	2011-08-22	II	SPBC1711.15c		intron	added	complement(2162257..2162485)			
svn_2	kmr44	2011-08-22	II	SPBC1D7.01		intron	added	complement(1756043..1756265)			
svn_2	kmr44	2011-08-22	II	SPBC24C6.04		intron	added	2325119..2325233			
svn_2	kmr44	2011-08-22	II	SPBC24C6.13		intron	added	2340850..2340995			
svn_2	kmr44	2011-08-22	II	SPBC2A9.13		3'UTR	removed	complement(2960367..2960602)			
svn_2	kmr44	2011-08-22	II	SPBC2A9.13		5'UTR	removed	complement(2960911..2961154)			
svn_2	kmr44	2011-08-22	II	SPBC2A9.13		intron	added	2960526..2960619			
svn_2	kmr44	2011-08-22	II	SPBC2A9.14		3'UTR	added	complement(2960367..2960602)			
svn_2	kmr44	2011-08-22	II	SPBC2A9.14		5'UTR	added	complement(2960911..2961154)			
svn_2	kmr44	2011-08-22	II	SPBC2G2.09c		intron	added	complement(3452541..3452588)			
svn_2	kmr44	2011-08-22	II	SPBC2G2.09c		intron	added	complement(3452770..3452821)			
svn_2	kmr44	2011-08-22	II	SPBC2G2.09c		intron	added	complement(3452878..3452917)			
svn_2	kmr44	2011-08-22	II	SPBC2G2.09c		intron	added	complement(3453078..3453118)			
svn_2	kmr44	2011-08-22	II	SPBC30D10.05c		5'UTR	removed	join(3089032..3089333,3089393..3089675,3089745..3089996)			
svn_2	kmr44	2011-08-22	II	SPBC30D10.21		intron	added	3089334..3089392			
svn_2	kmr44	2011-08-22	II	SPBC337.16		5'UTR	removed	1058372..1058421			
svn_2	kmr44	2011-08-22	II	SPBC3H7.01		intron	added	complement(1891754..1891790)			
svn_2	kmr44	2011-08-22	II	SPBC4F6.16c		intron	added	complement(2720591..2720757)			
svn_2	kmr44	2011-08-22	II	SPBC530.16		intron	added	complement(789897..789965)			
svn_2	kmr44	2011-08-22	II	SPBC530.16		intron	added	complement(790018..790089)			
svn_2	kmr44	2011-08-22	II	SPBC530.16		intron	added	complement(790200..790237)			
svn_2	kmr44	2011-08-22	II	SPBC685.07c		intron	added	2780583..2780626			
svn_2	kmr44	2011-08-22	II	SPBC6B1.10		intron	added	2651501..2651544			
svn_2	kmr44	2011-08-22	II	SPBC839.19		intron	added	complement(604578..604732)			
svn_2	kmr44	2011-08-22	II	SPBC887.22		3'UTR	added	3537426..3538112			
svn_2	kmr44	2011-08-22	II	SPBTRNAARG.05		intron	added	complement(1160929..1160958)			
svn_2	kmr44	2011-08-22	II	SPBTRNAARG.05		tRNA	added	complement(join(1160893..1160928,1160959..1160994))			
svn_2	kmr44	2011-08-22	II	SPBTRNAARG.05		tRNA	removed	complement(1160893..1160994)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.05		intron	added	complement(1402488..1402503)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.05		tRNA	added	complement(join(1402444..1402487,1402504..1402541))			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.05		tRNA	removed	complement(1402444..1402541)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.06		intron	added	complement(1598789..1598807)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.06		tRNA	added	complement(join(1598745..1598788,1598808..1598845))			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.06		tRNA	removed	complement(1598745..1598845)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.07		intron	added	complement(1644127..1644145)			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.07		tRNA	added	complement(join(1644083..1644126,1644146..1644183))			
svn_2	kmr44	2011-08-22	II	SPBTRNALEU.07		tRNA	removed	complement(1644083..1644183)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.07		intron	added	1599745..1599752			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.07		tRNA	added	join(1599706..1599744,1599752..1599788)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.07		tRNA	removed	1599706..1599788			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.08		intron	added	1645083..1645090			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.08		tRNA	added	join(1645044..1645082,1645091..1645126)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.08		tRNA	removed	1645044..1645126			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.09		intron	added	3814173..3814180			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.09		tRNA	added	join(3814134..3814172,3814181..3814216)			
svn_2	kmr44	2011-08-22	II	SPBTRNALYS.09		tRNA	removed	3814134..3814216			
svn_2	kmr44	2011-08-22	II	SPBTRNAMET.05		intron	added	complement(1598111..1598117)			
svn_2	kmr44	2011-08-22	II	SPBTRNAMET.05		tRNA	added	complement(join(1598075..1598110,1598118..1598155))			
svn_2	kmr44	2011-08-22	II	SPBTRNAMET.05		tRNA	removed	complement(1598075..1598155)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.02		intron	added	1598549..1598558			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.02		tRNA	added	join(1598511..1598548,1598559..1598594)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.02		tRNA	removed	1598511..1598594			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.03		intron	added	1643887..1643896			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.03		tRNA	added	join(1643849..1643886,1643897..1643932)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.03		tRNA	removed	1643849..1643932			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.04		intron	added	3814596..3814605			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.04		tRNA	added	join(3814558..3814595,3814606..3814641)			
svn_2	kmr44	2011-08-22	II	SPBTRNATYR.04		tRNA	removed	3814558..3814641			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.05		intron	added	complement(1601003..1601011)			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.05		tRNA	added	complement(join(1600967..1601002,1601012..1601049))			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.05		tRNA	removed	complement(1600967..1601049)			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.07		intron	added	1629197..1629205			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.07		tRNA	added	join(1629159..1629196,1629206..1629241)			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.07		tRNA	removed	1629159..1629241			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.08		tRNA	added	complement(join(1646305..1646340,1646350..1646387))			
svn_2	kmr44	2011-08-22	II	SPBTRNAVAL.08		tRNA	removed	complement(1646305..1646387)			
svn_2	kmr44	2011-08-22	II	SPNCRNA.111		misc_RNA	added	complement(3978331..3982106)	PMID:21511999		
svn_2	kmr44	2011-08-22	II	SPNCRNA.111		misc_RNA	removed	complement(3978616..3980728)			
svn_2	kmr44	2011-08-22	II	SPNCRNA.1341		misc_RNA	removed	complement(339484..340003)			
svn_2	kmr44	2011-08-22	II	SPNCRNA.1612		misc_RNA	removed	3537068..3538112			
svn_2	kmr44	2011-08-22	II	SPNCRNA.1652		misc_RNA	removed	complement(3978331..3982106)			
svn_2	kmr44	2011-08-22	III	SPCC1906.01		intron	added	2012614..2012829			
svn_2	kmr44	2011-08-22	III	SPCC31H12.05c		intron	added	complement(630720..630837)			
svn_2	kmr44	2011-08-22	III	SPCC330.20		intron	added	115117..115182			
svn_2	kmr44	2011-08-22	III	SPCC4B3.20		intron	added	1144647..1144708			
svn_2	kmr44	2011-08-22	III	SPCC4G3.15c		intron	added	441689..441748			
svn_2	kmr44	2011-08-22	III	SPCC663.04		intron	added	1641181..1641242			
svn_2	kmr44	2011-08-22	III	SPCC757.15		intron	added	complement(60704..60773)			
svn_2	kmr44	2011-08-22	III	SPCC965.12		intron	added	2305993..2306048			
svn_2	kmr44	2011-08-22	III	SPCPJ732.03		intron	added	708197..708329	EMBL:AB054299		
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.12		intron	added	complement(1096129..1096147)			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.12		tRNA	added	complement(join(1096085..1096128,1096148..1096185))			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.12		tRNA	removed	complement(1096085..1096185)			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.13		intron	added	1102847..1102865			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.13		tRNA	added	join(1102809..1102846,1102866..1102909)			
svn_2	kmr44	2011-08-22	III	SPCTRNALEU.13		tRNA	removed	1102809..1102909			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.11		intron	added	complement(1139572..1139579)			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.11		tRNA	added	complement(join(1139536..1139571,1139580..1139618))			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.11		tRNA	removed	complement(1139536..1139618)			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.12		intron	added	1475073..1475080			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.12		tRNA	added	join(1475034..1475072,1475081..1475116)			
svn_2	kmr44	2011-08-22	III	SPCTRNALYS.12		tRNA	removed	1475034..1475116			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.10		intron	added	1253232..1253242			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.10		tRNA	added	join(1253193..1253231,1253243..1253287)			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.10		tRNA	removed	1253193..1253287			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.13		intron	added	2072119..2072129			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.13		tRNA	added	join(2072080..2072118,2072130..2072174)			
svn_2	kmr44	2011-08-22	III	SPCTRNASER.13		tRNA	removed	2072080..2072174			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.09		intron	added	1092972..1092980			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.09		tRNA	added	join(1092934..1092971,1092981..1093016)			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.09		tRNA	removed	1092934..1093016			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.10		intron	added	complement(1106014..1106022)			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.10		tRNA	added	complement(join(1105978..1106013,1106023..1106060))			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.10		tRNA	removed	complement(1105978..1106060)			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.12		intron	added	complement(1065814..1065822)			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.12		tRNA	added	complement(join(1065778..1065813,1065823..1065860))			
svn_2	kmr44	2011-08-22	III	SPCTRNAVAL.12		tRNA	removed	complement(1065778..1065860)			
svn_2	kmr44	2011-08-22	III	SPNCRNA.475		intron	added	926625..926671			
20110509	-	2011-05-09	I	SPAC17G8.15		intron	added	2348089..2348208			
20110509	-	2011-05-09	I	SPAC18B11.05		5'UTR	added	complement(join(309807..309839,309889..310034))	PMID:21511999		
20110509	-	2011-05-09	I	SPAC18B11.05		5'UTR	removed	complement(join(309662..309719,309759..309839,309889..310034))	PMID:xxxxxxxx		
20110509	-	2011-05-09	I	SPAC222.19		intron	added	949681..949728			
20110509	-	2011-05-09	I	SPAC26F1.02		5'UTR	removed	complement(5182629..5182673)			
20110509	-	2011-05-09	I	SPAC29A4.03c		5'UTR	removed	5142333..5142825			
20110509	-	2011-05-09	I	SPAC4G9.22		CDS	added	2291983..2292297			
20110509	-	2011-05-09	I	SPNCRNA.531		misc_RNA	removed	2291674..2292604			
20110509	-	2011-05-09	II	SPBC1A4.06c		3'UTR	added	complement(1986826..1987043)	PMID:21511999		
20110509	-	2011-05-09	II	SPBC1A4.06c		3'UTR	removed	complement(1986826..1987075)	PMID:xxxxxxxx		
20110509	-	2011-05-09	II	SPBC29A3.14c		3'UTR	removed	complement(2062447..2062642)			
20110509	-	2011-05-09	II	SPBC337.02c		5'UTR	removed	complement(1033598..1033776)			
20110509	-	2011-05-09	II	SPBC4F6.10		3'UTR	added	2709794..2711825	PMID:21511999		
20110509	-	2011-05-09	II	SPBC4F6.10		3'UTR	removed	2709690..2711825	PMID:xxxxxxxx		
20110509	-	2011-05-09	II	SPBP8B7.31		3'UTR	added	3699038..3699346	PMID:21511999		
20110509	-	2011-05-09	II	SPBP8B7.31		3'UTR	removed	3699000..3699346	PMID:xxxxxxxx		
20110509	-	2011-05-09	III	SPCC1442.04c		3'UTR	added	complement(1773331..1773924)	PMID:21511999		
20110509	-	2011-05-09	III	SPCC1442.04c		3'UTR	removed	complement(1773331..1774199)	PMID:xxxxxxxx		
20110509	-	2011-05-09	III	SPCC18.19		3'UTR	removed	1982720..1983444			
20110509	-	2011-05-09	III	SPCC18.19		5'UTR	removed	1982194..1982500			
20110509	-	2011-05-09	III	SPCC18.19		CDS	removed	1982501..1982719			
20110509	-	2011-05-09	III	SPCC18.20		3'UTR	added	1982720..1983444			
20110509	-	2011-05-09	III	SPCC18.20		5'UTR	added	1982194..1982500			
20110509	-	2011-05-09	III	SPCC18.20		CDS	added	1982501..1982719			
20110509	-	2011-05-09	III	SPNCRNA.548		misc_RNA	removed	complement(1641873..1642741)			
20110418	-	2011-04-18	I	SPAC1071.13		3'UTR	added	3881663..3881812			
20110418	-	2011-04-18	I	SPAC1071.13		5'UTR	added	3878007..3881344			
20110418	-	2011-04-18	I	SPAC1093.07		3'UTR	added	complement(4604880..4605906)			
20110418	-	2011-04-18	I	SPAC1093.07		5'UTR	added	complement(4606144..4606871)			
20110418	-	2011-04-18	I	SPAC110.05		3'UTR	added	complement(join(1904196..1904455,1904499..1905656))			
20110418	-	2011-04-18	I	SPAC110.05		5'UTR	added	complement(1905885..1906153)			
20110418	-	2011-04-18	I	SPAC11D3.19		3'UTR	added	107199..108361			
20110418	-	2011-04-18	I	SPAC11D3.19		5'UTR	added	106893..106964			
20110418	-	2011-04-18	I	SPAC1399.06		3'UTR	added	complement(1848338..1849983)			
20110418	-	2011-04-18	I	SPAC1399.06		5'UTR	added	complement(1850359..1850881)			
20110418	-	2011-04-18	I	SPAC17A5.19		5'UTR	added	1760784..1761132			
20110418	-	2011-04-18	I	SPAC19A8.16		3'UTR	added	complement(2472433..2472593)			
20110418	-	2011-04-18	I	SPAC19A8.16		5'UTR	added	complement(2472903..2472961)			
20110418	-	2011-04-18	I	SPAC1B2.06		3'UTR	added	2813038..2813530			
20110418	-	2011-04-18	I	SPAC1B2.06		5'UTR	added	2812662..2812782			
20110418	-	2011-04-18	I	SPAC25B8.20		3'UTR	added	4167157..4167704			
20110418	-	2011-04-18	I	SPAC25B8.20		5'UTR	added	4166658..4166829			
20110418	-	2011-04-18	I	SPAC343.21		3'UTR	added	1667264..1667735			
20110418	-	2011-04-18	I	SPAC343.21		5'UTR	added	1665144..1666786			
20110418	-	2011-04-18	I	SPAC3F10.19		3'UTR	added	2831210..2831707			
20110418	-	2011-04-18	I	SPAC3F10.19		5'UTR	added	2830300..2830516			
20110418	-	2011-04-18	I	SPAC4H3.16		3'UTR	added	complement(3833487..3835626)			
20110418	-	2011-04-18	I	SPAC4H3.16		5'UTR	added	complement(3836037..3836171)			
20110418	-	2011-04-18	I	SPAC959.11		3'UTR	added	complement(3391750..3391908)			
20110418	-	2011-04-18	I	SPAC959.11		5'UTR	added	complement(3392275..3392906)			
20110418	-	2011-04-18	I	SPAC977.18		3'UTR	added	complement(31140..31326)			
20110418	-	2011-04-18	I	SPAC977.18		5'UTR	added	complement(32188..32345)			
20110418	-	2011-04-18	I	SPAC9G1.14		3'UTR	added	complement(1968434..1968800)			
20110418	-	2011-04-18	I	SPAC9G1.14		5'UTR	added	complement(1969047..1969093)			
20110418	-	2011-04-18	I	SPACUNK4.20		3'UTR	added	2892776..2893920			
20110418	-	2011-04-18	I	SPACUNK4.20		5'UTR	added	2892446..2892550			
20110418	-	2011-04-18	I	SPAPB15E9.06		3'UTR	added	3994272..3995104			
20110418	-	2011-04-18	I	SPAPB15E9.06		5'UTR	added	3993495..3994001			
20110418	-	2011-04-18	I	SPAPJ695.02		3'UTR	added	complement(74452..75697)			
20110418	-	2011-04-18	I	SPAPJ695.02		5'UTR	added	complement(75911..76721)			
20110418	-	2011-04-18	I	SPNCRNA.221		misc_RNA	removed	3405117..3405938			
20110418	-	2011-04-18	II	SPBC13G1.16		3'UTR	added	complement(3751128..3751471)			
20110418	-	2011-04-18	II	SPBC13G1.16		5'UTR	added	complement(3751661..3752132)			
20110418	-	2011-04-18	II	SPBC1685.17		3'UTR	added	522986..523313			
20110418	-	2011-04-18	II	SPBC1685.17		5'UTR	added	522603..522739			
20110418	-	2011-04-18	II	SPBC16E9.20		3'UTR	added	1952362..1952828			
20110418	-	2011-04-18	II	SPBC16E9.20		5'UTR	added	1951398..1951791			
20110418	-	2011-04-18	II	SPBC18E5.06		5'UTR	added	2083801..2083867			
20110418	-	2011-04-18	II	SPBC18E5.06		5'UTR	removed	2083801..2083837			
20110418	-	2011-04-18	II	SPBC19G7.19		3'UTR	added	complement(2379611..2379748)			
20110418	-	2011-04-18	II	SPBC19G7.19		5'UTR	added	complement(2380003..2380121)			
20110418	-	2011-04-18	II	SPBC21B10.14		3'UTR	added	1652358..1652538			
20110418	-	2011-04-18	II	SPBC21B10.14		5'UTR	added	1651978..1652042			
20110418	-	2011-04-18	II	SPBC21B10.15		3'UTR	added	complement(1665510..1665621)			
20110418	-	2011-04-18	II	SPBC21B10.15		5'UTR	added	complement(1665918..1666668)			
20110418	-	2011-04-18	II	SPBC25H2.18		3'UTR	added	complement(3252008..3252602)			
20110418	-	2011-04-18	II	SPBC25H2.18		5'UTR	added	complement(3253185..3253356)			
20110418	-	2011-04-18	II	SPBC30B4.09		3'UTR	added	complement(1296672..1297077)			
20110418	-	2011-04-18	II	SPBC30B4.09		5'UTR	added	complement(1297234..1297662)			
20110418	-	2011-04-18	II	SPBC32F12.16		3'UTR	added	2788746..2788887			
20110418	-	2011-04-18	II	SPBC32F12.16		5'UTR	added	2788344..2788469			
20110418	-	2011-04-18	II	SPBC32F12.17		3'UTR	added	complement(2804369..2805084)			
20110418	-	2011-04-18	II	SPBC32F12.17		5'UTR	added	complement(2805418..2807566)			
20110418	-	2011-04-18	II	SPBC336.16		3'UTR	added	complement(2732338..2732700)			
20110418	-	2011-04-18	II	SPBC336.16		5'UTR	added	complement(2732917..2733015)			
20110418	-	2011-04-18	II	SPBC36.13		3'UTR	added	complement(845622..845806)			
20110418	-	2011-04-18	II	SPBC36.13		5'UTR	added	complement(846080..846322)			
20110418	-	2011-04-18	II	SPBC713.13		3'UTR	added	complement(889557..890219)			
20110418	-	2011-04-18	II	SPBC713.13		5'UTR	added	complement(890547..891152)			
20110418	-	2011-04-18	II	SPBP23A10.17		3'UTR	added	complement(2004089..2005384)			
20110418	-	2011-04-18	II	SPBP23A10.17		5'UTR	added	complement(2005782..2005875)			
20110418	-	2011-04-18	II	SPBP35G2.17		3'UTR	added	complement(963856..963954)			
20110418	-	2011-04-18	II	SPBP35G2.17		5'UTR	added	complement(964276..965899)			
20110418	-	2011-04-18	II	SPBP8B7.32		3'UTR	added	3630602..3634113			
20110418	-	2011-04-18	II	SPBP8B7.32		5'UTR	added	join(3629876..3630091,3630172..3630376)			
20110418	-	2011-04-18	II	SPBPB21E7.10		3'UTR	added	61856..62126			
20110418	-	2011-04-18	II	SPBPB21E7.10		5'UTR	added	61362..61495			
20110418	-	2011-04-18	II	SPBPB21E7.11		3'UTR	added	complement(61526..62255)			
20110418	-	2011-04-18	II	SPBPB21E7.11		5'UTR	added	complement(62957..63086)			
20110418	-	2011-04-18	III	SPCC1235.17		3'UTR	added	complement(207225..209312)			
20110418	-	2011-04-18	III	SPCC1235.17		5'UTR	added	complement(209766..211270)			
20110418	-	2011-04-18	III	SPCC1235.18		3'UTR	added	211289..211648			
20110418	-	2011-04-18	III	SPCC1235.18		5'UTR	added	209921..210808			
20110418	-	2011-04-18	III	SPCC1259.16		3'UTR	added	complement(1043624..1044621)			
20110418	-	2011-04-18	III	SPCC1259.16		5'UTR	added	complement(1044888..1045331)			
20110418	-	2011-04-18	III	SPCC1672.14		3'UTR	added	complement(563754..563976)			
20110418	-	2011-04-18	III	SPCC1672.14		5'UTR	added	complement(564445..565077)			
20110418	-	2011-04-18	III	SPCC18.19		3'UTR	added	1982720..1983444			
20110418	-	2011-04-18	III	SPCC18.19		5'UTR	added	1982194..1982500			
20110418	-	2011-04-18	III	SPCC188.14		3'UTR	added	complement(1500059..1500970)			
20110418	-	2011-04-18	III	SPCC188.14		5'UTR	added	complement(1501211..1502197)			
20110418	-	2011-04-18	III	SPCC417.16		3'UTR	added	complement(1702785..1703166)			
20110418	-	2011-04-18	III	SPCC417.16		5'UTR	added	complement(1703326..1703501)			
20110418	-	2011-04-18	III	SPCC622.17	apn1	CDS	added	join(1435250..1435335,1435596..1435850,1435923..1436649)			
20110418	-	2011-04-18	III	SPCC622.17	apn1	CDS	removed	join(1435178..1435181,1435272..1435335,1435596..1435850,1435923..1436649)			
20110418	-	2011-04-18	III	SPCC663.18		3'UTR	added	complement(1641749..1642589)			
20110418	-	2011-04-18	III	SPCC663.18		5'UTR	added	complement(1642872..1642968)			
20110418	-	2011-04-18	III	SPCC794.16		3'UTR	added	253999..254092			
20110418	-	2011-04-18	III	SPCC794.16		5'UTR	added	252472..253626			
20110418	-	2011-04-18	III	SPCPB16A4.07		3'UTR	added	join(955599..955817,955868..955906)			
20110418	-	2011-04-18	III	SPCPB16A4.07		5'UTR	added	955171..955388			
20110324	-	2011-03-24	I	SPAC1002.03c		3'UTR	added	complement(1799915..1800211)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.03c		3'UTR	removed	complement(1800107..1800211)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.03c		5'UTR	added	complement(1802984..1803141)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.03c		5'UTR	removed	complement(1802984..1803077)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.04c		5'UTR	added	complement(1804373..1804491)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.04c		5'UTR	removed	complement(1804373..1804450)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.05c		3'UTR	added	complement(1804548..1804649)			
20110324	-	2011-03-24	I	SPAC1002.07c		3'UTR	added	complement(1807996..1808241)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.07c		3'UTR	removed	complement(1808080..1808241)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.07c		5'UTR	added	complement(1809242..1809433)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.07c		5'UTR	removed	complement(1809242..1809291)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.08c		3'UTR	added	complement(1809480..1810022)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.08c		3'UTR	removed	complement(1809732..1810022)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.08c		5'UTR	added	complement(1811124..1811361)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.08c		5'UTR	removed	complement(1811124..1811326)	PMID:18641648,PMID:20118936		
20110324	-	2011-03-24	I	SPAC1002.09c		3'UTR	added	complement(1811408..1812132)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.09c	dld1	3'UTR	removed	complement(1812048..1812132)	EMBL:L40360,SPD:24/24H06		
20110324	-	2011-03-24	I	SPAC1002.09c		5'UTR	added	complement(1813669..1813805)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.09c	dld1	5'UTR	removed	complement(1813669..1813720)	EMBL:L40360		
20110324	-	2011-03-24	I	SPAC1002.10c		3'UTR	added	complement(1813740..1813854)			
20110324	-	2011-03-24	I	SPAC1002.10c		5'UTR	added	complement(1815628..1815796)	PMID:xxxxxxxx		
20110324	-	2011-03-24	I	SPAC1002.10c		5'UTR	removed	complement(1815628..1815727)	PMID:18641648,PMID:20118936		
