revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value
10367	vw253	2025-01-08	I	SPAC1834.03c		5'UTR	removed	complement(join(4699397..4699599,4699397..4699599))
9820	vw253	2024-06-26	I	SPSNORNA.18	snoU24	snoRNA	added	complement(5369613..5369691)
9820	vw253	2024-06-26	I	SPSNORNA.18	snoU24	snoRNA	removed	complement(5369640..5369686)
9300	vw253	2023-11-10	II	SPBC685.02	exo5	CDS	removed	join(2772884..2773046,2773102..2773166,2773317..2774093,2774223..2774447)
9300	vw253	2023-11-10	II	SPBC685.02.1	exo5	CDS	added	join(2772884..2773046,2773102..2773166,2773317..2774093,2774223..2774447)
9300	vw253	2023-11-10	II	SPBC685.02.2	exo5	CDS	added	join(2773110..2773166,2773317..2774093,2774223..2774447)
9264	vw253	2023-10-27	II	SPNCRNA.105		lncRNA	added	4071111..4071312
9264	vw253	2023-10-27	II	SPNCRNA.105		ncRNA	removed	4071111..4071312
9253	vw253	2023-10-25	II	SPBC25D12.05.2		3'UTR	added	3725030..3725138
9251	vw253	2023-10-24	II	SPBC25D12.05		3'UTR	removed	3725030..3725138
9251	vw253	2023-10-24	II	SPBC25D12.05.1		3'UTR	added	3725030..3725138
9228	vw253	2023-10-15	II	SPBC25D12.05		5'UTR	removed	3723433..3723454
9228	vw253	2023-10-15	II	SPBC25D12.05	trm1	CDS	removed	3723455..3725029
9228	vw253	2023-10-15	II	SPBC25D12.05.1	trm1	CDS	added	3723383..3725029
9228	vw253	2023-10-15	II	SPBC25D12.05.2		5'UTR	added	3723433..3723454
9228	vw253	2023-10-15	II	SPBC25D12.05.2	trm1	CDS	added	3723455..3725029
9030	vw253	2023-07-11	II	SPNCRNA.105		ncRNA	added	4071111..4071312
9030	vw253	2023-07-11	II	SPNCRNA.105		snRNA	removed	4071111..4071312
9023	vw253	2023-07-06	I	SPNCRNA.530		lncRNA	removed	complement(1966483..1966635)
9023	vw253	2023-07-06	I	SPNCRNA.530	sno530	snoRNA	added	complement(1966483..1966635)
8920	vw253	2023-05-03	I	SPAC1F8.07c	pdc101	CDS	added	complement(join(101836..101872,101872..103544))
8920	vw253	2023-05-03	I	SPAC1F8.07c	pdc101	CDS	removed	complement(join(101836..101869,101872..103544))
8812	vw253	2023-03-17	II	SPNCRNA.1715.1	mamRNA	lncRNA	added	1307681..1308359
8812	vw253	2023-03-17	II	SPNCRNA.1715.2	mamRNA	lncRNA	added	1307681..1308192
8789	vw253	2023-03-10	I	SPAC144.19	SPAC144.19	3'UTR	added	complement(4651351..4651623)
8789	vw253	2023-03-10	I	SPAC31G5.10		3'UTR	added	3003767..3004916
8764	vw253	2023-03-01	I	SPNCRNA.87		lncRNA	added	3177931..3178309
8764	vw253	2023-03-01	I	SPNCRNA.893		lncRNA	removed	3177931..3178309
8723	vw253	2023-02-13	I	SPNCRNA.1714		lncRNA	added	complement(5317424..5317575)
8723	vw253	2023-02-13	I	SPNCRNA.263		lncRNA	removed	5317424..5317575
8691	manu	2023-02-01	II	SPBC8E4.01c		5'UTR	added	4444101..4444251
8691	manu	2023-02-01	II	SPBP4G3.02		5'UTR	added	4447506..4447556
8671	vw253	2023-01-23	II	SPNCRNA.38	prl38	lncRNA	removed	complement(2186474..2186908)
8660	vw253	2023-01-16	II	SPBC1198.04c		3'UTR	removed	complement(177469..177555)
8660	vw253	2023-01-16	II	SPBC1198.04c.1		3'UTR	added	complement(177469..177555)
8660	vw253	2023-01-16	II	SPBC1198.04c.2		3'UTR	added	complement(177469..177555)
8658	kmr44	2023-01-16	I	SPNCRNA.03	prl3	lncRNA	added	complement(237074..237848)
8658	kmr44	2023-01-16	I	SPNCRNA.03	prl3	ncRNA	removed	complement(237074..237848)
8658	kmr44	2023-01-16	I	SPNCRNA.05	prl5	lncRNA	added	join(434104..434267,434338..434843)
8658	kmr44	2023-01-16	I	SPNCRNA.05	prl5	ncRNA	removed	join(434104..434267,434338..434843)
8658	kmr44	2023-01-16	I	SPNCRNA.1000		lncRNA	added	complement(4563180..4563654)
8658	kmr44	2023-01-16	I	SPNCRNA.1000		ncRNA	removed	complement(4563180..4563654)
8658	kmr44	2023-01-16	I	SPNCRNA.1001		lncRNA	added	complement(4580561..4582160)
8658	kmr44	2023-01-16	I	SPNCRNA.1001		ncRNA	removed	complement(4580561..4582160)
8658	kmr44	2023-01-16	I	SPNCRNA.1002		lncRNA	added	complement(4591803..4593532)
8658	kmr44	2023-01-16	I	SPNCRNA.1002		ncRNA	removed	complement(4591803..4593532)
8658	kmr44	2023-01-16	I	SPNCRNA.1003		lncRNA	added	4599993..4600855
8658	kmr44	2023-01-16	I	SPNCRNA.1003		ncRNA	removed	4599993..4600855
8658	kmr44	2023-01-16	I	SPNCRNA.1004		lncRNA	added	4604711..4606362
8658	kmr44	2023-01-16	I	SPNCRNA.1004		ncRNA	removed	4604711..4606362
8658	kmr44	2023-01-16	I	SPNCRNA.1005		lncRNA	added	complement(4619539..4621625)
8658	kmr44	2023-01-16	I	SPNCRNA.1005		ncRNA	removed	complement(4619539..4621625)
8658	kmr44	2023-01-16	I	SPNCRNA.1006		lncRNA	added	4625840..4627501
8658	kmr44	2023-01-16	I	SPNCRNA.1006		ncRNA	removed	4625840..4627501
8658	kmr44	2023-01-16	I	SPNCRNA.1007		lncRNA	added	complement(4636966..4638001)
8658	kmr44	2023-01-16	I	SPNCRNA.1007		ncRNA	removed	complement(4636966..4638001)
8658	kmr44	2023-01-16	I	SPNCRNA.1008		lncRNA	added	complement(4647230..4649094)
8658	kmr44	2023-01-16	I	SPNCRNA.1008		ncRNA	removed	complement(4647230..4649094)
8658	kmr44	2023-01-16	I	SPNCRNA.1009		lncRNA	added	4650598..4651189
8658	kmr44	2023-01-16	I	SPNCRNA.1009		ncRNA	removed	4650598..4651189
8658	kmr44	2023-01-16	I	SPNCRNA.1010		lncRNA	added	complement(4654243..4654578)
8658	kmr44	2023-01-16	I	SPNCRNA.1010		ncRNA	removed	complement(4654243..4654578)
8658	kmr44	2023-01-16	I	SPNCRNA.1011		lncRNA	added	complement(4654513..4655254)
8658	kmr44	2023-01-16	I	SPNCRNA.1011		ncRNA	removed	complement(4654513..4655254)
8658	kmr44	2023-01-16	I	SPNCRNA.1012		lncRNA	added	complement(4664185..4664880)
8658	kmr44	2023-01-16	I	SPNCRNA.1012		ncRNA	removed	complement(4664185..4664880)
8658	kmr44	2023-01-16	I	SPNCRNA.1013		lncRNA	added	complement(4673024..4673742)
8658	kmr44	2023-01-16	I	SPNCRNA.1013		ncRNA	removed	complement(4673024..4673742)
8658	kmr44	2023-01-16	I	SPNCRNA.1014		lncRNA	added	4673137..4673690
8658	kmr44	2023-01-16	I	SPNCRNA.1014		ncRNA	removed	4673137..4673690
8658	kmr44	2023-01-16	I	SPNCRNA.1015		lncRNA	added	complement(4674037..4675800)
8658	kmr44	2023-01-16	I	SPNCRNA.1015		ncRNA	removed	complement(4674037..4675800)
8658	kmr44	2023-01-16	I	SPNCRNA.1016		lncRNA	added	complement(4689540..4690068)
8658	kmr44	2023-01-16	I	SPNCRNA.1016		ncRNA	removed	complement(4689540..4690068)
8658	kmr44	2023-01-16	I	SPNCRNA.1017		lncRNA	added	complement(4691805..4693630)
8658	kmr44	2023-01-16	I	SPNCRNA.1017		ncRNA	removed	complement(4691805..4693630)
8658	kmr44	2023-01-16	I	SPNCRNA.1018		lncRNA	added	4721254..4722882
8658	kmr44	2023-01-16	I	SPNCRNA.1018		ncRNA	removed	4721254..4722882
8658	kmr44	2023-01-16	I	SPNCRNA.1019		lncRNA	added	4733588..4734102
8658	kmr44	2023-01-16	I	SPNCRNA.1019		ncRNA	removed	4733588..4734102
8658	kmr44	2023-01-16	I	SPNCRNA.1020		lncRNA	added	complement(4742717..4743476)
8658	kmr44	2023-01-16	I	SPNCRNA.1020		ncRNA	removed	complement(4742717..4743476)
8658	kmr44	2023-01-16	I	SPNCRNA.1021		lncRNA	added	4748524..4752562
8658	kmr44	2023-01-16	I	SPNCRNA.1021		ncRNA	removed	4748524..4752562
8658	kmr44	2023-01-16	I	SPNCRNA.1022		lncRNA	added	complement(4753883..4754807)
8658	kmr44	2023-01-16	I	SPNCRNA.1022		ncRNA	removed	complement(4753883..4754807)
8658	kmr44	2023-01-16	I	SPNCRNA.1023		lncRNA	added	4767923..4769721
8658	kmr44	2023-01-16	I	SPNCRNA.1023		ncRNA	removed	4767923..4769721
8658	kmr44	2023-01-16	I	SPNCRNA.1024		lncRNA	added	4791261..4791958
8658	kmr44	2023-01-16	I	SPNCRNA.1024		ncRNA	removed	4791261..4791958
8658	kmr44	2023-01-16	I	SPNCRNA.1025		lncRNA	added	complement(4806662..4807991)
8658	kmr44	2023-01-16	I	SPNCRNA.1025		ncRNA	removed	complement(4806662..4807991)
8658	kmr44	2023-01-16	I	SPNCRNA.1026		lncRNA	added	4814239..4817443
8658	kmr44	2023-01-16	I	SPNCRNA.1026		ncRNA	removed	4814239..4817443
8658	kmr44	2023-01-16	I	SPNCRNA.1027		lncRNA	added	4821574..4824734
8658	kmr44	2023-01-16	I	SPNCRNA.1027		ncRNA	removed	4821574..4824734
8658	kmr44	2023-01-16	I	SPNCRNA.1028		lncRNA	added	4837762..4838650
8658	kmr44	2023-01-16	I	SPNCRNA.1028		ncRNA	removed	4837762..4838650
8658	kmr44	2023-01-16	I	SPNCRNA.1029		lncRNA	added	complement(4844661..4846130)
8658	kmr44	2023-01-16	I	SPNCRNA.1029		ncRNA	removed	complement(4844661..4846130)
8658	kmr44	2023-01-16	I	SPNCRNA.1030		lncRNA	added	4860182..4861502
8658	kmr44	2023-01-16	I	SPNCRNA.1030		ncRNA	removed	4860182..4861502
8658	kmr44	2023-01-16	I	SPNCRNA.1031		lncRNA	added	4861450..4863757
8658	kmr44	2023-01-16	I	SPNCRNA.1031		ncRNA	removed	4861450..4863757
8658	kmr44	2023-01-16	I	SPNCRNA.1032		lncRNA	added	4869466..4870169
8658	kmr44	2023-01-16	I	SPNCRNA.1032		ncRNA	removed	4869466..4870169
8658	kmr44	2023-01-16	I	SPNCRNA.1033		lncRNA	added	complement(4875424..4878190)
8658	kmr44	2023-01-16	I	SPNCRNA.1033		ncRNA	removed	complement(4875424..4878190)
8658	kmr44	2023-01-16	I	SPNCRNA.1034		lncRNA	added	complement(4889798..4890204)
8658	kmr44	2023-01-16	I	SPNCRNA.1034		ncRNA	removed	complement(4889798..4890204)
8658	kmr44	2023-01-16	I	SPNCRNA.1035		lncRNA	added	4911086..4911440
8658	kmr44	2023-01-16	I	SPNCRNA.1035		ncRNA	removed	4911086..4911440
8658	kmr44	2023-01-16	I	SPNCRNA.1036		lncRNA	added	4929567..4931302
8658	kmr44	2023-01-16	I	SPNCRNA.1036		ncRNA	removed	4929567..4931302
8658	kmr44	2023-01-16	I	SPNCRNA.1037		lncRNA	added	4931323..4933884
8658	kmr44	2023-01-16	I	SPNCRNA.1037		ncRNA	removed	4931323..4933884
8658	kmr44	2023-01-16	I	SPNCRNA.1039		lncRNA	added	4961796..4963074
8658	kmr44	2023-01-16	I	SPNCRNA.1039		ncRNA	removed	4961796..4963074
8658	kmr44	2023-01-16	I	SPNCRNA.1040		lncRNA	added	4980243..4981189
8658	kmr44	2023-01-16	I	SPNCRNA.1040		ncRNA	removed	4980243..4981189
8658	kmr44	2023-01-16	I	SPNCRNA.1041		lncRNA	added	4986628..4989780
8658	kmr44	2023-01-16	I	SPNCRNA.1041		ncRNA	removed	4986628..4989780
8658	kmr44	2023-01-16	I	SPNCRNA.1042		lncRNA	added	complement(5009787..5011504)
8658	kmr44	2023-01-16	I	SPNCRNA.1042		ncRNA	removed	complement(5009787..5011504)
8658	kmr44	2023-01-16	I	SPNCRNA.1043		lncRNA	added	5029269..5030305
8658	kmr44	2023-01-16	I	SPNCRNA.1043		ncRNA	removed	5029269..5030305
8658	kmr44	2023-01-16	I	SPNCRNA.1044		lncRNA	added	5074150..5077557
8658	kmr44	2023-01-16	I	SPNCRNA.1044		ncRNA	removed	5074150..5077557
8658	kmr44	2023-01-16	I	SPNCRNA.1045		lncRNA	added	5098866..5100248
8658	kmr44	2023-01-16	I	SPNCRNA.1045		ncRNA	removed	5098866..5100248
8658	kmr44	2023-01-16	I	SPNCRNA.1046		lncRNA	added	5103586..5104491
8658	kmr44	2023-01-16	I	SPNCRNA.1046		ncRNA	removed	5103586..5104491
8658	kmr44	2023-01-16	I	SPNCRNA.1047		lncRNA	added	complement(5119094..5120381)
8658	kmr44	2023-01-16	I	SPNCRNA.1047		ncRNA	removed	complement(5119094..5120381)
8658	kmr44	2023-01-16	I	SPNCRNA.1048		lncRNA	added	complement(5122727..5123353)
8658	kmr44	2023-01-16	I	SPNCRNA.1048		ncRNA	removed	complement(5122727..5123353)
8658	kmr44	2023-01-16	I	SPNCRNA.1049		lncRNA	added	5129191..5131963
8658	kmr44	2023-01-16	I	SPNCRNA.1049		ncRNA	removed	5129191..5131963
8658	kmr44	2023-01-16	I	SPNCRNA.1050		lncRNA	added	complement(5136083..5137380)
8658	kmr44	2023-01-16	I	SPNCRNA.1050		ncRNA	removed	complement(5136083..5137380)
8658	kmr44	2023-01-16	I	SPNCRNA.1051		lncRNA	added	complement(5140112..5142317)
8658	kmr44	2023-01-16	I	SPNCRNA.1051		ncRNA	removed	complement(5140112..5142317)
8658	kmr44	2023-01-16	I	SPNCRNA.1052		lncRNA	added	complement(5152335..5153843)
8658	kmr44	2023-01-16	I	SPNCRNA.1052		ncRNA	removed	complement(5152335..5153843)
8658	kmr44	2023-01-16	I	SPNCRNA.1053		lncRNA	added	5152528..5153825
8658	kmr44	2023-01-16	I	SPNCRNA.1053		ncRNA	removed	5152528..5153825
8658	kmr44	2023-01-16	I	SPNCRNA.1054		lncRNA	added	complement(5156289..5157303)
8658	kmr44	2023-01-16	I	SPNCRNA.1054		ncRNA	removed	complement(5156289..5157303)
8658	kmr44	2023-01-16	I	SPNCRNA.1055		lncRNA	added	complement(5172050..5173481)
8658	kmr44	2023-01-16	I	SPNCRNA.1055		ncRNA	removed	complement(5172050..5173481)
8658	kmr44	2023-01-16	I	SPNCRNA.1056		lncRNA	added	5174913..5176145
8658	kmr44	2023-01-16	I	SPNCRNA.1056		ncRNA	removed	5174913..5176145
8658	kmr44	2023-01-16	I	SPNCRNA.1057		lncRNA	added	complement(5177805..5178160)
8658	kmr44	2023-01-16	I	SPNCRNA.1057		ncRNA	removed	complement(5177805..5178160)
8658	kmr44	2023-01-16	I	SPNCRNA.1058		lncRNA	added	complement(5200370..5201855)
8658	kmr44	2023-01-16	I	SPNCRNA.1058		ncRNA	removed	complement(5200370..5201855)
8658	kmr44	2023-01-16	I	SPNCRNA.1059		lncRNA	added	5200663..5202023
8658	kmr44	2023-01-16	I	SPNCRNA.1059		ncRNA	removed	5200663..5202023
8658	kmr44	2023-01-16	I	SPNCRNA.1060		lncRNA	added	5219594..5220187
8658	kmr44	2023-01-16	I	SPNCRNA.1060		ncRNA	removed	5219594..5220187
8658	kmr44	2023-01-16	I	SPNCRNA.1061		lncRNA	added	5224998..5226317
8658	kmr44	2023-01-16	I	SPNCRNA.1061		ncRNA	removed	5224998..5226317
8658	kmr44	2023-01-16	I	SPNCRNA.1062		lncRNA	added	complement(5230242..5230965)
8658	kmr44	2023-01-16	I	SPNCRNA.1062		ncRNA	removed	complement(5230242..5230965)
8658	kmr44	2023-01-16	I	SPNCRNA.1063		lncRNA	added	complement(5266525..5269973)
8658	kmr44	2023-01-16	I	SPNCRNA.1063		ncRNA	removed	complement(5266525..5269973)
8658	kmr44	2023-01-16	I	SPNCRNA.1064		lncRNA	added	5267175..5269088
8658	kmr44	2023-01-16	I	SPNCRNA.1064		ncRNA	removed	5267175..5269088
8658	kmr44	2023-01-16	I	SPNCRNA.1065		lncRNA	added	complement(5271336..5272361)
8658	kmr44	2023-01-16	I	SPNCRNA.1065		ncRNA	removed	complement(5271336..5272361)
8658	kmr44	2023-01-16	I	SPNCRNA.1066		lncRNA	added	5276193..5277245
8658	kmr44	2023-01-16	I	SPNCRNA.1066		ncRNA	removed	5276193..5277245
8658	kmr44	2023-01-16	I	SPNCRNA.1067		lncRNA	added	complement(5292484..5293268)
8658	kmr44	2023-01-16	I	SPNCRNA.1067		ncRNA	removed	complement(5292484..5293268)
8658	kmr44	2023-01-16	I	SPNCRNA.1068		lncRNA	added	complement(5309027..5311689)
8658	kmr44	2023-01-16	I	SPNCRNA.1068		ncRNA	removed	complement(5309027..5311689)
8658	kmr44	2023-01-16	I	SPNCRNA.1069		lncRNA	added	5309241..5311409
8658	kmr44	2023-01-16	I	SPNCRNA.1069		ncRNA	removed	5309241..5311409
8658	kmr44	2023-01-16	I	SPNCRNA.1070		lncRNA	added	5315770..5317020
8658	kmr44	2023-01-16	I	SPNCRNA.1070		ncRNA	removed	5315770..5317020
8658	kmr44	2023-01-16	I	SPNCRNA.1071		lncRNA	added	complement(5320613..5321854)
8658	kmr44	2023-01-16	I	SPNCRNA.1071		ncRNA	removed	complement(5320613..5321854)
8658	kmr44	2023-01-16	I	SPNCRNA.1072		lncRNA	added	5326840..5328155
8658	kmr44	2023-01-16	I	SPNCRNA.1072		ncRNA	removed	5326840..5328155
8658	kmr44	2023-01-16	I	SPNCRNA.1073		lncRNA	added	complement(5328562..5329060)
8658	kmr44	2023-01-16	I	SPNCRNA.1073		ncRNA	removed	complement(5328562..5329060)
8658	kmr44	2023-01-16	I	SPNCRNA.1074		lncRNA	added	5340572..5342997
8658	kmr44	2023-01-16	I	SPNCRNA.1074		ncRNA	removed	5340572..5342997
8658	kmr44	2023-01-16	I	SPNCRNA.1075		lncRNA	added	5353770..5354310
8658	kmr44	2023-01-16	I	SPNCRNA.1075		ncRNA	removed	5353770..5354310
8658	kmr44	2023-01-16	I	SPNCRNA.1076		lncRNA	added	complement(5358774..5359676)
8658	kmr44	2023-01-16	I	SPNCRNA.1076		ncRNA	removed	complement(5358774..5359676)
8658	kmr44	2023-01-16	I	SPNCRNA.1077		lncRNA	added	5360569..5361844
8658	kmr44	2023-01-16	I	SPNCRNA.1077		ncRNA	removed	5360569..5361844
8658	kmr44	2023-01-16	I	SPNCRNA.1078		lncRNA	added	5370228..5372083
8658	kmr44	2023-01-16	I	SPNCRNA.1078		ncRNA	removed	5370228..5372083
8658	kmr44	2023-01-16	I	SPNCRNA.1079		lncRNA	added	5389615..5390903
8658	kmr44	2023-01-16	I	SPNCRNA.1079		ncRNA	removed	5389615..5390903
8658	kmr44	2023-01-16	I	SPNCRNA.1080		lncRNA	added	complement(5413728..5414935)
8658	kmr44	2023-01-16	I	SPNCRNA.1080		ncRNA	removed	complement(5413728..5414935)
8658	kmr44	2023-01-16	I	SPNCRNA.1081		lncRNA	added	5416345..5417406
8658	kmr44	2023-01-16	I	SPNCRNA.1081		ncRNA	removed	5416345..5417406
8658	kmr44	2023-01-16	I	SPNCRNA.1082		lncRNA	added	complement(5423742..5426981)
8658	kmr44	2023-01-16	I	SPNCRNA.1082		ncRNA	removed	complement(5423742..5426981)
8658	kmr44	2023-01-16	I	SPNCRNA.1083		lncRNA	added	complement(5426978..5428275)
8658	kmr44	2023-01-16	I	SPNCRNA.1083		ncRNA	removed	complement(5426978..5428275)
8658	kmr44	2023-01-16	I	SPNCRNA.1085		lncRNA	added	5462490..5463916
8658	kmr44	2023-01-16	I	SPNCRNA.1085		ncRNA	removed	5462490..5463916
8658	kmr44	2023-01-16	I	SPNCRNA.1086		lncRNA	added	complement(5463940..5466070)
8658	kmr44	2023-01-16	I	SPNCRNA.1086		ncRNA	removed	complement(5463940..5466070)
8658	kmr44	2023-01-16	I	SPNCRNA.1087		lncRNA	added	5472729..5475847
8658	kmr44	2023-01-16	I	SPNCRNA.1087		ncRNA	removed	5472729..5475847
8658	kmr44	2023-01-16	I	SPNCRNA.1088		lncRNA	added	complement(5478303..5478903)
8658	kmr44	2023-01-16	I	SPNCRNA.1088		ncRNA	removed	complement(5478303..5478903)
8658	kmr44	2023-01-16	I	SPNCRNA.1089		lncRNA	added	5478367..5479836
8658	kmr44	2023-01-16	I	SPNCRNA.1089		ncRNA	removed	5478367..5479836
8658	kmr44	2023-01-16	I	SPNCRNA.1090		lncRNA	added	5487525..5488928
8658	kmr44	2023-01-16	I	SPNCRNA.1090		ncRNA	removed	5487525..5488928
8658	kmr44	2023-01-16	I	SPNCRNA.1091		lncRNA	added	complement(5492628..5494800)
8658	kmr44	2023-01-16	I	SPNCRNA.1091		ncRNA	removed	complement(5492628..5494800)
8658	kmr44	2023-01-16	I	SPNCRNA.1092		lncRNA	added	5495270..5496597
8658	kmr44	2023-01-16	I	SPNCRNA.1092		ncRNA	removed	5495270..5496597
8658	kmr44	2023-01-16	I	SPNCRNA.1093		lncRNA	added	5496942..5497837
8658	kmr44	2023-01-16	I	SPNCRNA.1093		ncRNA	removed	5496942..5497837
8658	kmr44	2023-01-16	I	SPNCRNA.12	prl12	lncRNA	added	4439118..4439451
8658	kmr44	2023-01-16	I	SPNCRNA.12	prl12	ncRNA	removed	4439118..4439451
8658	kmr44	2023-01-16	I	SPNCRNA.124		lncRNA	added	3558766..3559116
8658	kmr44	2023-01-16	I	SPNCRNA.124		ncRNA	removed	3558766..3559116
8658	kmr44	2023-01-16	I	SPNCRNA.13	prl13	lncRNA	added	complement(4259371..4259795)
8658	kmr44	2023-01-16	I	SPNCRNA.13	prl13	ncRNA	removed	complement(4259371..4259795)
8658	kmr44	2023-01-16	I	SPNCRNA.130	omt3	lncRNA	added	4516070..4517070
8658	kmr44	2023-01-16	I	SPNCRNA.130	omt3	ncRNA	removed	4516070..4517070
8658	kmr44	2023-01-16	I	SPNCRNA.136		lncRNA	added	40795..41489
8658	kmr44	2023-01-16	I	SPNCRNA.136		ncRNA	removed	40795..41489
8658	kmr44	2023-01-16	I	SPNCRNA.137		lncRNA	added	71030..71470
8658	kmr44	2023-01-16	I	SPNCRNA.137		ncRNA	removed	71030..71470
8658	kmr44	2023-01-16	I	SPNCRNA.139		lncRNA	added	90868..91753
8658	kmr44	2023-01-16	I	SPNCRNA.139		ncRNA	removed	90868..91753
8658	kmr44	2023-01-16	I	SPNCRNA.14	prl14	lncRNA	added	3190456..3191217
8658	kmr44	2023-01-16	I	SPNCRNA.14	prl14	ncRNA	removed	3190456..3191217
8658	kmr44	2023-01-16	I	SPNCRNA.141		lncRNA	added	175923..176736
8658	kmr44	2023-01-16	I	SPNCRNA.141		ncRNA	removed	175923..176736
8658	kmr44	2023-01-16	I	SPNCRNA.142		lncRNA	added	213841..214818
8658	kmr44	2023-01-16	I	SPNCRNA.142		ncRNA	removed	213841..214818
8658	kmr44	2023-01-16	I	SPNCRNA.147		lncRNA	added	135569..135926
8658	kmr44	2023-01-16	I	SPNCRNA.147		ncRNA	removed	135569..135926
8658	kmr44	2023-01-16	I	SPNCRNA.148		lncRNA	added	294010..294228
8658	kmr44	2023-01-16	I	SPNCRNA.148		ncRNA	removed	294010..294228
8658	kmr44	2023-01-16	I	SPNCRNA.154		lncRNA	added	555300..556109
8658	kmr44	2023-01-16	I	SPNCRNA.154		ncRNA	removed	555300..556109
8658	kmr44	2023-01-16	I	SPNCRNA.155		lncRNA	added	577199..578150
8658	kmr44	2023-01-16	I	SPNCRNA.155		ncRNA	removed	577199..578150
8658	kmr44	2023-01-16	I	SPNCRNA.156		lncRNA	added	597723..598290
8658	kmr44	2023-01-16	I	SPNCRNA.156		ncRNA	removed	597723..598290
8658	kmr44	2023-01-16	I	SPNCRNA.158		lncRNA	added	678585..679442
8658	kmr44	2023-01-16	I	SPNCRNA.158		ncRNA	removed	678585..679442
8658	kmr44	2023-01-16	I	SPNCRNA.159		lncRNA	added	776184..777243
8658	kmr44	2023-01-16	I	SPNCRNA.159		ncRNA	removed	776184..777243
8658	kmr44	2023-01-16	I	SPNCRNA.160		lncRNA	added	934056..934503
8658	kmr44	2023-01-16	I	SPNCRNA.160		ncRNA	removed	934056..934503
8658	kmr44	2023-01-16	I	SPNCRNA.163		lncRNA	added	998045..998413
8658	kmr44	2023-01-16	I	SPNCRNA.163		ncRNA	removed	998045..998413
8658	kmr44	2023-01-16	I	SPNCRNA.164		lncRNA	added	1005499..1005710
8658	kmr44	2023-01-16	I	SPNCRNA.164		ncRNA	removed	1005499..1005710
8658	kmr44	2023-01-16	I	SPNCRNA.166		lncRNA	added	1063021..1063448
8658	kmr44	2023-01-16	I	SPNCRNA.166		ncRNA	removed	1063021..1063448
8658	kmr44	2023-01-16	I	SPNCRNA.168		lncRNA	added	1189967..1190942
8658	kmr44	2023-01-16	I	SPNCRNA.168		ncRNA	removed	1189967..1190942
8658	kmr44	2023-01-16	I	SPNCRNA.169		lncRNA	added	1305861..1306249
8658	kmr44	2023-01-16	I	SPNCRNA.169		ncRNA	removed	1305861..1306249
8658	kmr44	2023-01-16	I	SPNCRNA.1701	prl101	lncRNA	added	complement(15002..16334)
8658	kmr44	2023-01-16	I	SPNCRNA.1701	prl101	ncRNA	removed	complement(15002..16334)
8658	kmr44	2023-01-16	I	SPNCRNA.1702	prl104	lncRNA	added	complement(5533986..5534754)
8658	kmr44	2023-01-16	I	SPNCRNA.1702	prl104	ncRNA	removed	complement(5533986..5534754)
